x-axis,1,2
second,Volt,Volt
-500.00E-06,+4.32506243E+00,+81.17183E-03
-490.00E-06,+4.32506118E+00,+50.15308E-03
-480.00E-06,+4.39999994E+00,+81.24995E-03
-470.00E-06,+4.44999994E+00,+81.17651E-03
-460.00E-06,+4.49999994E+00,+81.32183E-03
-450.00E-06,+4.52511244E+00,+81.24995E-03
-440.00E-06,+4.59999994E+00,+50.06870E-03
-430.00E-06,+4.62505369E+00,+81.31714E-03
-420.00E-06,+4.67505244E+00,+112.49995E-03
-410.00E-06,+4.74999994E+00,+112.37183E-03
-400.00E-06,+4.79999994E+00,+112.43745E-03
-390.00E-06,+4.84999994E+00,+112.43901E-03
-380.00E-06,+4.87504744E+00,+81.24995E-03
-370.00E-06,+24.95362E-03,+4.95619214E+00
-360.00E-06,+50.04487E-03,+4.89380620E+00
-350.00E-06,+100.04362E-03,+4.92499995E+00
-340.00E-06,+149.99987E-03,+4.95624995E+00
-330.00E-06,+199.99987E-03,+4.92499995E+00
-320.00E-06,+250.03987E-03,+4.92499995E+00
-310.00E-06,+299.99987E-03,+4.98740308E+00
-300.00E-06,+349.96237E-03,+4.89379683E+00
-290.00E-06,+424.96363E-03,+4.92499995E+00
-280.00E-06,+449.99988E-03,+4.95620620E+00
-270.00E-06,+524.99988E-03,+4.92499995E+00
-260.00E-06,+549.96738E-03,+4.83133120E+00
-250.00E-06,+599.99988E-03,+4.61257808E+00
-240.00E-06,+674.93988E-03,+4.30003745E+00
-230.00E-06,+699.99988E-03,+3.83132183E+00
-220.00E-06,+749.99988E-03,+3.39378433E+00
-210.00E-06,+775.05238E-03,+2.92503276E+00
-200.00E-06,+849.97488E-03,+2.45628120E+00
-190.00E-06,+899.99988E-03,+1.95627964E+00
-180.00E-06,+949.95488E-03,+1.45633433E+00
-170.00E-06,+974.99988E-03,+1.05002651E+00
-160.00E-06,+1.04997989E+00,+706.27495E-03
-150.00E-06,+1.09999989E+00,+643.74995E-03
-140.00E-06,+1.12499989E+00,+549.99995E-03
-130.00E-06,+1.17499989E+00,+425.02026E-03
-120.00E-06,+1.22499989E+00,+424.99995E-03
-110.00E-06,+1.29999989E+00,+456.21558E-03
-100.00E-06,+1.30002489E+00,+362.49995E-03
-90.00E-06,+1.39999989E+00,+268.74995E-03
-80.00E-06,+1.42500989E+00,+268.76245E-03
-70.00E-06,+1.47500864E+00,+268.74995E-03
-60.00E-06,+1.57499239E+00,+206.25933E-03
-50.00E-06,+1.57499989E+00,+237.49214E-03
-40.00E-06,+1.64999989E+00,+206.24995E-03
-30.00E-06,+1.67500364E+00,+175.00464E-03
-20.00E-06,+1.72499990E+00,+175.00308E-03
-10.00E-06,+1.77499990E+00,+174.99839E-03
-0.0E+00,+1.84999990E+00,+143.74995E-03
+10.00E-06,+1.87500115E+00,+206.24839E-03
+20.00E-06,+1.94999990E+00,+237.49058E-03
+30.00E-06,+1.97500365E+00,+174.99526E-03
+40.00E-06,+2.04999490E+00,+143.74995E-03
+50.00E-06,+2.09999990E+00,+174.98433E-03
+60.00E-06,+2.14999240E+00,+174.99058E-03
+70.00E-06,+2.17499990E+00,+143.74995E-03
+80.00E-06,+2.22500990E+00,+143.73745E-03
+90.00E-06,+2.27499990E+00,+143.74995E-03
+100.00E-06,+2.32499990E+00,+143.74995E-03
+110.00E-06,+2.35001365E+00,+143.74995E-03
+120.00E-06,+2.44998491E+00,+112.51870E-03
+130.00E-06,+2.47499991E+00,+143.74995E-03
+140.00E-06,+2.52499991E+00,+112.49995E-03
+150.00E-06,+2.59999991E+00,+143.72651E-03
+160.00E-06,+2.60001991E+00,+81.24995E-03
+170.00E-06,+2.64999991E+00,+112.49995E-03
+180.00E-06,+2.72499991E+00,+143.69370E-03
+190.00E-06,+2.77497616E+00,+112.49995E-03
+200.00E-06,+2.79999991E+00,+112.49995E-03
+210.00E-06,+2.87499991E+00,+81.28276E-03
+220.00E-06,+2.92502741E+00,+112.49995E-03
+230.00E-06,+2.94999991E+00,+112.49995E-03
+240.00E-06,+3.02499991E+00,+112.49995E-03
+250.00E-06,+3.09996867E+00,+143.67183E-03
+260.00E-06,+3.14996742E+00,+143.66870E-03
+270.00E-06,+3.15003367E+00,+81.29214E-03
+280.00E-06,+3.22496492E+00,+112.49995E-03
+290.00E-06,+3.27499992E+00,+143.70464E-03
+300.00E-06,+3.30003742E+00,+112.45308E-03
+310.00E-06,+3.37492242E+00,+112.45151E-03
+320.00E-06,+3.42499992E+00,+112.49995E-03
+330.00E-06,+3.47499992E+00,+143.69839E-03
+340.00E-06,+3.47508492E+00,+112.44683E-03
+350.00E-06,+3.54995617E+00,+81.30464E-03
+360.00E-06,+3.59999992E+00,+112.44370E-03
+370.00E-06,+3.67499992E+00,+112.44214E-03
+380.00E-06,+3.72499993E+00,+112.49995E-03
+390.00E-06,+3.77499993E+00,+81.31089E-03
+400.00E-06,+3.82494993E+00,+112.49995E-03
+410.00E-06,+3.84999993E+00,+81.24995E-03
+420.00E-06,+3.90005243E+00,+143.68433E-03
+430.00E-06,+3.99989243E+00,+81.24995E-03
+440.00E-06,+4.04994493E+00,+112.49995E-03
+450.00E-06,+4.05005618E+00,+81.39058E-03
+460.00E-06,+4.12499993E+00,+112.42808E-03
+470.00E-06,+4.14999993E+00,+81.24995E-03
+480.00E-06,+4.22493993E+00,+81.24995E-03
+490.00E-06,+4.24999993E+00,+112.49995E-03
